0 0 2.52 0.42
1 0 2.52 0.42
2 0 2.52 0.42
3 0 0.84  0.42
0 1 2.52 0.42
1 1 2.52 0.42
2 1 2.52 0.42
3 1 0.84  0.42
0 2 2.52 0.42
1 2 2.52 0.42
2 2 2.52 0.42
3 2 0.84  0.42
0 3 2.52 0.42
1 3 2.52 0.42
2 3 2.52 0.42
3 3 0.84  0.42
0 4 2.52 0.42
1 4 2.52 0.42
2 4 2.52 0.42
3 4 0.84  0.42
0 5 2.52 0.42
1 5 2.52 0.42
2 5 2.52 0.42
3 5 0.84  0.42
0 6 2.52 0.42
1 6 2.52 0.42
2 6 2.52 0.42
3 6 0.84  0.42
0 7 2.52 0.42
1 7 2.52 0.42
2 7 2.52 0.42
3 7 0.84  0.42
0 8 2.52 0.42
1 8 2.52 0.42
2 8 2.52 0.42
3 8 0.84  0.42
0 9 2.52 0.42
1 9 2.52 0.42
2 9 2.52 0.42
3 9 0.84  0.42
0 10 2.52 0.42
1 10 2.52 0.42
2 10 2.52 0.42
3 10 0.84  0.42
0 11 2.52 0.42
1 11 2.52 0.42
2 11 2.52 0.42
3 11 0.84  0.42
0 12 2.52 0.42
1 12 2.52 0.42
2 12 2.52 0.42
3 12 0.84  0.42
0 13 2.52 0.42
1 13 2.52 0.42
2 13 2.52 0.42
3 13 0.84  0.42
0 14 2.52 0.42
1 14 2.52 0.42
2 14 2.52 0.42
3 14 0.84  0.42
0 15 2.52 0.42
1 15 2.52 0.42
2 15 2.52 0.42
3 15 0.84  0.42
