# Motif C1
#
#connecteur_berg kapton padname not_used
#for slats there's no kapton connector, so it's always 1 (zero make the reader
#abort, so it's not a valid value here).
#
25	1	1	-
26	1	2	-
27	1	3	-
28	1	4	-
29	1	5	-
30	1	6	-
31	1	7	-
32	1	8	-
33	1	9	-
16	1	10	-
17	1	11	-
18	1	12	-
19	1	13	-
20	1	14	-
21	1	15	-
22	1	16	-
23	1	17	-
24	1	18	-
6	1	19	-
7	1	20	-
8	1	21	-
9	1	22	-
10	1	23	-
11	1	24	-
12	1	25	-
13	1	26	-
14	1	27	-
15	1	28	-
57	1	29	-
56	1	30	-
55	1	31	-
54	1	32	-
53	1	33	-
52	1	34	-
2	1	35	-
3	1	36	-
4	1	37	-
5	1	38	-
67	1	39	-
66	1	40	-
65	1	41	-
64	1	42	-
63	1	43	-
62	1	44	-
61	1	45	-
60	1	46	-
59	1	47	-
58	1	48	-
77	1	49	-
76	1	50	-
75	1	51	-
74	1	52	-
73	1	53	-
72	1	54	-
71	1	55	-
70	1	56	-
69	1	57	-
68	1	58	-
83	1	59	-
82	1	60	-
81	1	61	-
80	1	62	-
79	1	63	-
78	1	64	-
