# Motif E1
#
#connecteur_berg kapton padname not_used
#for slats there's no kapton connector, so it's always 1 (zero make the reader
#abort, so it's not a valid value here).
#
69	1	1	-
70	1	2	-
71	1	3	-
72	1	4	-
73	1	5	-
74	1	6	-
75	1	7	-
76	1	8	-
77	1	9	-
78	1	10	-
79	1	11	-
80	1	12	-
81	1	13	-
82	1	14	-
83	1	15	-
54	1	16	-
55	1	17	-
56	1	18	-
57	1	19	-
58	1	20	-
59	1	21	-
60	1	22	-
61	1	23	-
62	1	24	-
63	1	25	-
64	1	26	-
65	1	27	-
66	1	28	-
67	1	29	-
68	1	30	-
13	1	31	-
12	1	32	-
11	1	33	-
10	1	34	-
9	1	35	-
8	1	36	-
7	1	37	-
6	1	38	-
5	1	39	-
4	1	40	-
3	1	41	-
2	1	42	-
52	1	43	-
53	1	44	-
27	1	45	-
26	1	46	-
25	1	47	-
24	1	48	-
23	1	49	-
22	1	50	-
21	1	51	-
20	1	52	-
19	1	53	-
18	1	54	-
17	1	55	-
16	1	56	-
15	1	57	-
14	1	58	-
33	1	59	-
32	1	60	-
31	1	61	-
30	1	62	-
29	1	63	-
28	1	64	-
