ET1/D:ET2/D:ET3/D:ET4/D:UGEM1/D:UGEM2/D:UGEM3/D:UGEM4/D:AnodeCurrent/D:CathodeCurrent/D:IB/D:PeakPosition/D:FWHM/D:CorrFWHM/D:RelFWHM/D:Sigma/D:Gain/D:UGEM3overUGEM4/D:ET2Scan/I:ET3Scan/I:GEM1Scan/I:GEM2Scan/I:UGEM3overUGEM4Scan/I
4000	100	100	4000	225	235	302	377	21.1	0.378	1.79	413	230	228.99	55.45	23.6	1000	0.8	1	0	0	0	0
4000	200	100	4000	225	235	295	369	23	0.484	2.10	414	220	218.95	52.89	22.5	1000	0.8	1	0	0	0	0
4000	400	100	4000	225	235	298	372	24.5	0.386	1.58	422	217	215.93	51.17	21.8	1000	0.8	1	0	0	0	0
4000	600	100	4000	225	235	301	375	23.8	0.287	1.21	414	227	225.98	54.58	23.2	1000	0.8	1	0	0	0	0
4000	800	100	4000	225	235	304	378	23.8	0.227	0.95	418	228	226.98	54.30	23.1	1000	0.8	1	0	0	0	0
4000	1000	100	4000	225	235	305	381	23.7	0.183	0.77	422	229	227.99	54.03	23.0	1000	0.8	1	0	0	0	0
4000	1200	100	4000	225	235	306	382	23.1	0.151	0.65	410	222	220.96	53.89	22.9	1000	0.8	1	0	0	0	0
4000	1400	100	4000	225	235	308	383	23.7	0.133	0.56	417	223	221.96	53.23	22.7	1000	0.8	1	0	0	0	0
4000	1600	100	4000	225	235	308	385	24.1	0.116	0.48	422	228	226.98	53.79	22.9	1000	0.8	1	0	0	0	0
4000	1800	100	4000	225	235	309	385	24.1	0.106	0.44	420	225	223.97	53.33	22.7	1000	0.8	1	0	0	0	0
4000	2000	100	4000	225	235	309	385	23.5	0.098	0.42	408	225	223.97	54.89	23.4	1000	0.8	1	0	0	0	0
4000	2200	100	4000	225	235	310	385	23.6	0.092	0.39	414	218	216.94	52.40	22.3	1000	0.8	1	0	0	0	0
4000	2400	100	4000	225	235	310	386	23.8	0.088	0.37	416	215	213.92	51.42	21.9	1000	0.8	1	0	0	0	0
4000	2600	100	4000	225	235	310	387	23.9	0.086	0.36	417	224	222.97	53.47	22.8	1000	0.8	1	0	0	0	0
4000	100	100	4000	225	235	301	377	22.4	0.420	1.88	415	229	227.99	54.94	23.4	1000	0.8	0	1	0	0	0
4000	100	200	4000	225	235	294	367	22	0.450	2.05	425	233	232.01	54.59	23.2	1000	0.8	0	1	0	0	0
4000	100	300	4000	225	235	291	363	21.7	0.45	2.07	419	233	232.01	55.37	23.6	1000	0.8	0	1	0	0	0
4000	100	400	4000	225	235	290	361	22	0.450	2.05	427	228	226.98	53.16	22.6	1000	0.8	0	1	0	0	0
