0 0 99 99 99 99 99 99 99 99
0 1 99 99 99 99 99 99 99 99
0 2 99 99 99 99 99 99 99 99
0 3 99 99 99 99 99 99 99 99
0 4 99 99 99 99 99 99 99 99
0 5 99 99 99 99 99 99 99 99
0 6 99 99 99 99 99 99 99 99
0 7 99 99 99 99 99 99 99 99
0 8 99 99 99 99 99 99 99 99
0 9 99 99 99 99 99 99 99 99
0 10 99 99 99 99 99 99 99 99
0 11 99 99 99 99 99 99 99 99
0 12 99 99 99 99 99 99 99 99
0 13 99 99 99 99 99 99 99 99
0 14 99 99 99 99 99 99 99 99
0 15 99 99 99 99 99 99 99 99
0 16 99 99 99 99 99 99 99 99
0 17 99 99 99 99 99 99 99 99
0 18 99 99 99 99 99 99 99 99
0 19 99 99 99 99 99 99 99 99
0 20 99 99 99 99 99 99 99 99
0 21 99 99 99 99 99 99 99 99
0 22 99 99 99 99 99 99 99 99
0 23 99 99 99 99 99 99 99 99
1 0 99 99 99 99 99 99 99 99
1 1 99 99 99 99 99 99 99 99
1 2 99 99 99 99 99 99 99 99
1 3 99 99 99 99 99 99 99 99
1 4 99 99 99 99 99 99 99 99
1 5 99 99 99 99 99 99 99 99
1 6 99 99 99 99 99 99 99 99
1 7 99 99 99 99 99 99 99 99
1 8 99 99 99 99 99 99 99 99
1 9 99 99 99 99 99 99 99 99
1 10 99 99 99 99 99 99 99 99
1 11 99 99 99 99 99 99 99 99
1 12 99 99 99 99 99 99 99 99
1 13 99 99 99 99 99 99 99 99
1 14 99 99 99 99 99 99 99 99
1 15 99 99 99 99 99 99 99 99
1 16 99 99 99 99 99 99 99 99
1 17 99 99 99 99 99 99 99 99
1 18 99 99 99 99 99 99 99 99
1 19 99 99 99 99 99 99 99 99
1 20 99 99 99 99 99 99 99 99
1 21 99 99 99 99 99 99 99 99
1 22 99 99 99 99 99 99 99 99
1 23 99 99 99 99 99 99 99 99
