# Id serial
  1 nbp 22486
  2 nbp 22485
  3 nbp 22499
  4  bp 22538
  5  bp 22531
  6  bp 22304
  7  bp 22540
  8  bp 22424
  9 nbp 22498
 10 nbp 22497
 11 nbp 22495
 12  bp 22466
 13  bp 22397
 14  bp 22393
 15  bp 17636
 16  bp 22536
 17 nbp 22508
 18 nbp 17898
 19 nbp 22534
 20  bp 22418
 21  bp 22422
 22  bp 22420
 23  bp 22399
 24  bp 22398
101  bp 22524
102  bp 22532
103  bp 22530
104  bp 22535
105  bp 22545
106 nbp 22460
107 nbp 22459
108 nbp 22547
109 nbp 22548
110  bp 22541
111  bp 22544
112  bp 22542
113  bp 22533
114  bp 22395
115 nbp 22457
116 nbp 22464
117 nbp 22472
118 nbp 22454
119  bp 22394
120  bp 22419
121  bp 22417
122  bp 22468
123  bp 22467
124 nbp 22489
125 nbp 22500
126 nbp 22456
127 nbp 22453
