 # Thu Nov  6 19:08:12 2008
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.68183
 # alphaS(MZ) = 0.13939
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.3241E+02  1.1742E+00  1.1767E+00  4.8673E-01  0.0000E+00  0.0000E+00  1.9861E-04  2.6691E-03 -7.2535E-04
  1.3796E+02  1.7390E+00  1.7415E+00  1.0578E+00  0.0000E+00  0.0000E+00  2.1538E-04  2.7734E-03 -7.3571E-04
  1.4346E+02  2.1713E+00  2.1739E+00  1.4948E+00  0.0000E+00  0.0000E+00  2.2894E-04  2.8541E-03 -7.4354E-04
  1.5307E+02  2.7759E+00  2.7786E+00  2.1057E+00  0.0000E+00  0.0000E+00  2.4858E-04  2.9662E-03 -7.5416E-04
  1.5307E+02  2.7759E+00  2.7786E+00  2.1057E+00  1.4899E-06  0.0000E+00  2.4858E-04  2.9662E-03 -7.5416E-04
  1.6275E+02  3.3097E+00  3.3125E+00  2.6446E+00  6.0851E-01  0.0000E+00  2.6627E-04  3.0628E-03 -7.6309E-04
  1.7447E+02  3.8472E+00  3.8500E+00  3.1868E+00  1.1915E+00  0.0000E+00  2.8409E-04  3.1567E-03 -7.7157E-04
  1.8667E+02  4.3367E+00  4.3396E+00  3.6804E+00  1.7187E+00  0.0000E+00  3.0008E-04  3.2382E-03 -7.7880E-04
  2.0037E+02  4.8348E+00  4.8378E+00  4.1823E+00  2.2517E+00  0.0000E+00  3.1595E-04  3.3169E-03 -7.8565E-04
  2.1721E+02  5.4006E+00  5.4037E+00  4.7519E+00  2.8532E+00  0.0000E+00  3.3339E-04  3.4009E-03 -7.9285E-04
  2.3389E+02  5.9279E+00  5.9310E+00  5.2825E+00  3.4105E+00  0.0000E+00  3.4902E-04  3.4744E-03 -7.9904E-04
  2.5195E+02  6.4740E+00  6.4771E+00  5.8317E+00  3.9846E+00  0.0000E+00  3.6454E-04  3.5458E-03 -8.0496E-04
  2.6766E+02  6.9342E+00  6.9374E+00  6.2943E+00  4.4665E+00  0.0000E+00  3.7714E-04  3.6026E-03 -8.0962E-04
  3.2800E+02  8.6353E+00  8.6387E+00  8.0031E+00  6.2352E+00  0.0000E+00  4.2017E-04  3.7901E-03 -8.2463E-04
  3.2800E+02  8.6353E+00  8.6387E+00  8.0031E+00  6.2352E+00  1.7326E-07  4.2017E-04  3.7901E-03 -8.2463E-04
  3.4215E+02  9.0424E+00  9.0458E+00  8.4119E+00  6.6561E+00  5.2449E-01  4.2973E-04  3.8304E-03 -8.2780E-04
  3.8783E+02  1.0332E+01  1.0335E+01  9.7060E+00  7.9851E+00  1.9663E+00  4.5859E-04  3.9499E-03 -8.3703E-04
  4.4194E+02  1.1837E+01  1.1840E+01  1.1215E+01  9.5289E+00  3.6287E+00  4.8981E-04  4.0754E-03 -8.4651E-04
  4.9708E+02  1.3360E+01  1.3364E+01  1.2743E+01  1.1087E+01  5.2896E+00  5.1919E-04  4.1902E-03 -8.5501E-04
  5.5872E+02  1.5063E+01  1.5067E+01  1.4450E+01  1.2823E+01  7.1256E+00  5.4985E-04  4.3070E-03 -8.6349E-04
  6.1454E+02  1.6610E+01  1.6614E+01  1.6000E+01  1.4396E+01  8.7796E+00  5.7606E-04  4.4046E-03 -8.7045E-04
  6.8813E+02  1.8663E+01  1.8667E+01  1.8057E+01  1.6480E+01  1.0958E+01  6.0878E-04  4.5239E-03 -8.7882E-04
  7.5863E+02  2.0646E+01  2.0650E+01  2.0043E+01  1.8490E+01  1.3048E+01  6.3859E-04  4.6303E-03 -8.8614E-04
  8.2779E+02  2.2609E+01  2.2613E+01  2.2010E+01  2.0477E+01  1.5106E+01  6.6662E-04  4.7285E-03 -8.9280E-04
  9.2196E+02  2.5312E+01  2.5317E+01  2.4716E+01  2.3209E+01  1.7926E+01  7.0317E-04  4.8540E-03 -9.0118E-04
  1.0170E+03  2.8076E+01  2.8080E+01  2.7483E+01  2.5999E+01  2.0796E+01  7.3854E-04  4.9730E-03 -9.0897E-04
  1.1119E+03  3.0870E+01  3.0874E+01  3.0281E+01  2.8818E+01  2.3687E+01  7.7255E-04  5.0854E-03 -9.1621E-04
  1.2124E+03  3.3867E+01  3.3872E+01  3.3281E+01  3.1838E+01  2.6778E+01  8.0740E-04  5.1985E-03 -9.2338E-04
  1.3161E+03  3.7003E+01  3.7008E+01  3.6420E+01  3.4996E+01  3.0003E+01  8.4232E-04  5.3101E-03 -9.3034E-04
  1.4196E+03  4.0169E+01  4.0174E+01  3.9588E+01  3.8183E+01  3.3251E+01  8.7616E-04  5.4165E-03 -9.3689E-04
  1.5214E+03  4.3321E+01  4.3326E+01  4.2743E+01  4.1353E+01  3.6478E+01  9.0869E-04  5.5174E-03 -9.4301E-04
  1.6283E+03  4.6673E+01  4.6677E+01  4.6097E+01  4.4724E+01  3.9904E+01  9.4209E-04  5.6196E-03 -9.4912E-04
  1.7377E+03  5.0141E+01  5.0146E+01  4.9568E+01  4.8209E+01  4.3443E+01  9.7557E-04  5.7207E-03 -9.5509E-04
  1.8456E+03  5.3601E+01  5.3606E+01  5.3030E+01  5.1687E+01  4.6970E+01  1.0080E-03  5.8175E-03 -9.6073E-04
  1.9514E+03  5.7028E+01  5.7033E+01  5.6459E+01  5.5129E+01  5.0458E+01  1.0392E-03  5.9096E-03 -9.6604E-04
  2.0616E+03  6.0636E+01  6.0641E+01  6.0069E+01  5.8751E+01  5.4126E+01  1.0713E-03  6.0031E-03 -9.7137E-04
  2.1738E+03  6.4349E+01  6.4354E+01  6.3784E+01  6.2479E+01  5.7898E+01  1.1035E-03  6.0961E-03 -9.7660E-04
  2.2842E+03  6.8036E+01  6.8041E+01  6.7473E+01  6.6180E+01  6.1640E+01  1.1347E-03  6.1853E-03 -9.8157E-04
  2.3918E+03  7.1665E+01  7.1670E+01  7.1104E+01  6.9822E+01  6.5321E+01  1.1647E-03  6.2704E-03 -9.8626E-04
  2.5035E+03  7.5466E+01  7.5471E+01  7.4907E+01  7.3636E+01  6.9173E+01  1.1956E-03  6.3571E-03 -9.9098E-04
  2.6168E+03  7.9356E+01  7.9362E+01  7.8799E+01  7.7539E+01  7.3113E+01  1.2266E-03  6.4433E-03 -9.9564E-04
  2.7280E+03  8.3206E+01  8.3211E+01  8.2650E+01  8.1400E+01  7.7009E+01  1.2567E-03  6.5263E-03 -1.0001E-03
  2.8361E+03  8.6982E+01  8.6988E+01  8.6428E+01  8.5187E+01  8.0830E+01  1.2857E-03  6.6057E-03 -1.0043E-03
