# Pion-nucleon partial-wave data, GWU SAID WI08 solution
# GWU SAID analyses:
#  FP84 - Phys. Rev. D32 1085 (1985)
#  SP06 - Phys. Rev. C74 045205 (2006)
#  WI08 - http://gwdac.phys.gwu.edu/analysis/pin_analysis.html
# Notation for column headers is J,2I,2S
# Entries in each column are Treal and Tim

set eType   Tlab
set eUnit   MeV
set input   Tr,Ti

# Isospin = 1/2
Tlab      0,1,1           1,1,1           1,1,3           2,1,3           2,1,5           
2.50       0.028  0.001    0.000  0.000    0.000  0.000    0.000  0.000    0.000  0.000
7.50       0.049  0.002   -0.001  0.000   -0.001  0.000    0.000  0.000    0.000  0.000
12.50      0.062  0.004   -0.003  0.000   -0.001  0.000    0.000  0.000    0.000  0.000
17.50      0.073  0.005   -0.004  0.000   -0.002  0.000    0.000  0.000    0.000  0.000
22.50      0.082  0.007   -0.006  0.000   -0.003  0.000    0.000  0.000    0.000  0.000
27.50      0.090  0.008   -0.007  0.000   -0.004  0.000    0.000  0.000    0.000  0.000
32.50      0.097  0.010   -0.009  0.000   -0.005  0.000    0.000  0.000    0.000  0.000
37.50      0.103  0.011   -0.010  0.000   -0.006  0.000    0.000  0.000    0.001  0.000
42.50      0.109  0.012   -0.012  0.000   -0.007  0.000    0.000  0.000    0.001  0.000
47.50      0.114  0.013   -0.013  0.000   -0.008  0.000    0.001  0.000    0.001  0.000
52.50      0.119  0.014   -0.014  0.000   -0.009  0.000    0.001  0.000    0.001  0.000
57.50      0.123  0.015   -0.015  0.000   -0.010  0.000    0.001  0.000    0.001  0.000
62.50      0.127  0.017   -0.016  0.000   -0.011  0.000    0.001  0.000    0.002  0.000
67.50      0.131  0.018   -0.017  0.000   -0.012  0.000    0.002  0.000    0.002  0.000
72.50      0.135  0.018   -0.017  0.000   -0.013  0.000    0.002  0.000    0.002  0.000
77.50      0.138  0.019   -0.018  0.000   -0.015  0.000    0.002  0.000    0.003  0.000
82.50      0.141  0.020   -0.018  0.000   -0.016  0.000    0.003  0.000    0.003  0.000
87.50      0.144  0.021   -0.018  0.000   -0.017  0.000    0.003  0.000    0.004  0.000
92.50      0.146  0.022   -0.017  0.000   -0.018  0.000    0.004  0.000    0.004  0.000
97.50      0.149  0.023   -0.017  0.000   -0.020  0.000    0.004  0.000    0.004  0.000
102.50     0.151  0.023   -0.016  0.000   -0.021  0.000    0.005  0.000    0.005  0.000
107.50     0.153  0.024   -0.015  0.000   -0.022  0.000    0.005  0.000    0.005  0.000
112.50     0.155  0.025   -0.014  0.000   -0.023  0.001    0.006  0.000    0.006  0.000
117.50     0.158  0.025   -0.013  0.000   -0.025  0.001    0.007  0.000    0.006  0.000
122.50     0.159  0.026   -0.011  0.000   -0.026  0.001    0.007  0.000    0.007  0.000
127.50     0.161  0.027   -0.009  0.000   -0.027  0.001    0.008  0.000    0.008  0.000
132.50     0.163  0.027   -0.007  0.000   -0.028  0.001    0.009  0.000    0.008  0.000
137.50     0.165  0.028   -0.004  0.000   -0.030  0.001    0.010  0.000    0.009  0.000
142.50     0.167  0.029   -0.002  0.000   -0.031  0.001    0.011  0.000    0.009  0.000
147.50     0.168  0.029    0.001  0.000   -0.032  0.001    0.012  0.000    0.010  0.000
152.50     0.170  0.030    0.005  0.000   -0.033  0.001    0.013  0.000    0.011  0.000
157.50     0.171  0.030    0.008  0.000   -0.035  0.001    0.014  0.000    0.011  0.000
162.50     0.173  0.031    0.012  0.000   -0.036  0.001    0.015  0.000    0.012  0.000
167.50     0.174  0.031    0.017  0.000   -0.037  0.001    0.016  0.000    0.012  0.000
172.50     0.176  0.032    0.021  0.001   -0.038  0.001    0.018  0.000    0.013  0.000
177.50     0.177  0.032    0.026  0.001   -0.039  0.002    0.019  0.000    0.014  0.000
182.50     0.178  0.033    0.031  0.001   -0.041  0.002    0.021  0.001    0.014  0.000
187.50     0.180  0.034    0.037  0.002   -0.042  0.002    0.022  0.001    0.015  0.000
192.50     0.181  0.034    0.043  0.002   -0.043  0.002    0.024  0.001    0.016  0.000
197.50     0.182  0.035    0.049  0.003   -0.044  0.002    0.025  0.001    0.016  0.000
202.50     0.183  0.035    0.056  0.004   -0.045  0.002    0.027  0.001    0.017  0.000
207.50     0.185  0.036    0.063  0.005   -0.046  0.002    0.029  0.002    0.018  0.000
212.50     0.186  0.036    0.071  0.006   -0.048  0.002    0.031  0.002    0.019  0.000
217.50     0.187  0.037    0.078  0.008   -0.049  0.002    0.032  0.002    0.019  0.000
222.50     0.188  0.038    0.087  0.010   -0.050  0.003    0.034  0.002    0.020  0.000
227.50     0.189  0.038    0.095  0.012   -0.051  0.003    0.036  0.003    0.021  0.000
232.50     0.191  0.039    0.104  0.014   -0.052  0.003    0.039  0.003    0.022  0.000
237.50     0.192  0.039    0.114  0.017   -0.053  0.003    0.041  0.003    0.022  0.001
242.50     0.193  0.040    0.123  0.020   -0.054  0.003    0.043  0.004    0.023  0.001
247.50     0.194  0.040    0.134  0.024   -0.055  0.003    0.045  0.004    0.024  0.001
252.50     0.195  0.041    0.144  0.028   -0.056  0.003    0.048  0.005    0.025  0.001
257.50     0.197  0.042    0.155  0.032   -0.057  0.003    0.050  0.005    0.025  0.001
262.50     0.198  0.042    0.166  0.037   -0.058  0.004    0.053  0.006    0.026  0.001
267.50     0.199  0.043    0.178  0.043   -0.059  0.004    0.055  0.006    0.027  0.001
272.50     0.201  0.044    0.189  0.050   -0.060  0.004    0.058  0.007    0.028  0.001
277.50     0.202  0.044    0.201  0.057   -0.061  0.004    0.061  0.007    0.028  0.001
282.50     0.203  0.045    0.213  0.065   -0.062  0.004    0.063  0.008    0.029  0.001
287.50     0.205  0.046    0.226  0.073   -0.063  0.004    0.066  0.009    0.030  0.001
292.50     0.206  0.047    0.238  0.083   -0.064  0.004    0.069  0.010    0.031  0.001
297.50     0.207  0.048    0.250  0.094   -0.065  0.004    0.073  0.010    0.032  0.001
302.50     0.209  0.048    0.263  0.105   -0.066  0.005    0.076  0.011    0.033  0.001
307.50     0.210  0.049    0.275  0.118   -0.066  0.005    0.079  0.012    0.033  0.001
312.50     0.212  0.050    0.286  0.132   -0.067  0.005    0.082  0.013    0.034  0.001
317.50     0.214  0.051    0.297  0.146   -0.068  0.005    0.086  0.015    0.035  0.001
322.50     0.215  0.052    0.308  0.162   -0.069  0.005    0.090  0.016    0.036  0.002
327.50     0.217  0.053    0.318  0.179   -0.070  0.005    0.093  0.017    0.037  0.002
332.50     0.219  0.054    0.327  0.197   -0.071  0.005    0.097  0.019    0.038  0.002
337.50     0.220  0.055    0.335  0.215   -0.071  0.006    0.101  0.020    0.039  0.002
342.50     0.222  0.056    0.342  0.235   -0.072  0.006    0.105  0.022    0.040  0.002
347.50     0.224  0.058    0.348  0.255   -0.073  0.006    0.109  0.023    0.040  0.002
352.50     0.226  0.059    0.352  0.275   -0.073  0.006    0.113  0.025    0.041  0.002
357.50     0.228  0.060    0.355  0.296   -0.074  0.006    0.118  0.027    0.042  0.002
362.50     0.230  0.062    0.356  0.318   -0.075  0.006    0.122  0.029    0.043  0.002
367.50     0.232  0.063    0.356  0.339   -0.075  0.007    0.127  0.032    0.044  0.003
372.50     0.235  0.065    0.355  0.360   -0.076  0.007    0.131  0.034    0.045  0.003
377.50     0.237  0.066    0.351  0.381   -0.077  0.007    0.136  0.037    0.046  0.003
382.50     0.239  0.068    0.347  0.401   -0.077  0.007    0.141  0.040    0.047  0.003
387.50     0.242  0.070    0.341  0.421   -0.078  0.007    0.146  0.043    0.048  0.003
392.50     0.244  0.072    0.334  0.439   -0.078  0.007    0.152  0.046    0.049  0.003
397.50     0.247  0.074    0.325  0.457   -0.079  0.007    0.157  0.050    0.051  0.004
402.50     0.250  0.076    0.316  0.474   -0.079  0.008    0.162  0.053    0.052  0.004
