PdfType: central
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 22 
  6.5559284E-09  8.9908848E-01  2.6206091E+00  3.6820227E+00  2.7673951E+00  5.7642025E+00  2.7676244E+00  3.6822623E+00  2.6204373E+00  8.9908845E-01  6.5570938E-09 -8.7224103E-01 
 -1.0351340E-08  1.0703402E+00  2.7892371E+00  3.8438594E+00  2.9360771E+00  1.0453630E+01  2.9363100E+00  3.8441030E+00  2.7890633E+00  1.0703401E+00 -1.0351340E-08 -8.6028999E-01 
  6.3578286E-09  1.2968734E+00  3.0131500E+00  4.0610621E+00  3.1600433E+00  1.6263235E+01  3.1602795E+00  4.0613092E+00  3.0129742E+00  1.2968734E+00  6.3578286E-09 -8.4659654E-01 
 -7.9274180E-09  1.5882503E+00  3.3019053E+00  4.3431912E+00  3.4488505E+00  2.3429214E+01  3.4490903E+00  4.3434423E+00  3.3017274E+00  1.5882502E+00 -7.9274180E-09 -8.3078777E-01 
 -1.3828278E-08  1.9550850E+00  3.6661109E+00  4.7008598E+00  3.8131073E+00  3.2231144E+01  3.8133505E+00  4.7011147E+00  3.6659311E+00  1.9550849E+00 -1.3828278E-08 -8.1242171E-01 
  3.3239524E-08  2.4091324E+00  4.1175155E+00  5.1458212E+00  4.2645617E+00  4.2997891E+01  4.2648085E+00  5.1460800E+00  4.1173335E+00  2.4091324E+00  3.3239524E-08 -7.9097652E-01 
 -2.8808923E-09  2.9633883E+00  4.6691068E+00  5.6910703E+00  4.8162020E+00  5.6113980E+01  4.8164524E+00  5.6913329E+00  4.6689228E+00  2.9633883E+00 -2.8808923E-09 -7.6583840E-01 
 -4.3710073E-08  3.6322014E+00  5.3352242E+00  6.3509529E+00  5.4823672E+00  7.2026366E+01  5.4826212E+00  6.3512197E+00  5.3350383E+00  3.6322013E+00 -4.3710073E-08 -7.3628805E-01 
 -5.7299934E-08  4.4313943E+00  6.1316803E+00  7.1412912E+00  6.2788701E+00  9.1251652E+01  6.2791276E+00  7.1415620E+00  6.1314923E+00  4.4313941E+00 -5.7299934E-08 -7.0148527E-01 
  1.6013781E-08  5.3784030E+00  7.0758990E+00  8.0795191E+00  7.2231345E+00  1.1438370E+02  7.2233960E+00  8.0797940E+00  7.0757090E+00  5.3784029E+00  1.6013781E-08 -6.6045135E-01 
  1.7261505E-07  6.4924282E+00  8.1870672E+00  9.1848350E+00  8.3343473E+00  1.4210177E+02  8.3346126E+00  9.1851142E+00  8.1868753E+00  6.4924281E+00  1.7261505E-07 -6.1204912E-01 
  2.6861827E-08  7.7945991E+00  9.4862988E+00  1.0478367E+01  9.6336224E+00  1.7517895E+02  9.6338917E+00  1.0478651E+01  9.4861049E+00  7.7945993E+00  2.6861827E-08 -5.5496036E-01 
 -7.3647337E-10  8.4549045E-01  2.5447943E+00  3.5423312E+00  2.6926148E+00  5.7418795E+00  2.6928640E+00  3.5425920E+00  2.5446080E+00  8.4549049E-01 -7.3377417E-10 -7.8870125E-01 
 -1.7642976E-08  1.0114301E+00  2.7081482E+00  3.6993152E+00  2.8560051E+00  1.0278543E+01  2.8562579E+00  3.6995801E+00  2.7079597E+00  1.0114300E+00 -1.7642976E-08 -7.7739961E-01 
  6.1492126E-08  1.2303446E+00  2.9244784E+00  3.9093523E+00  3.0723707E+00  1.5892029E+01  3.0726274E+00  3.9096212E+00  2.9242878E+00  1.2303445E+00  6.1492126E-08 -7.6427898E-01 
 -2.8550626E-08  1.5112569E+00  3.2028034E+00  4.1814647E+00  3.3507303E+00  2.2807760E+01  3.3509908E+00  4.1817382E+00  3.2026108E+00  1.5112568E+00 -2.8550626E-08 -7.4913445E-01 
  1.0430813E-08  1.8641630E+00  3.5531139E+00  4.5256472E+00  3.7010743E+00  3.1292035E+01  3.7013388E+00  4.5259249E+00  3.5529192E+00  1.8641629E+00  1.0430813E-08 -7.3154712E-01 
  1.1801720E-08  2.3001128E+00  3.9864533E+00  4.9529486E+00  4.1344462E+00  4.1657462E+01  4.1347147E+00  4.9532305E+00  3.9862563E+00  2.3001127E+00  1.1801720E-08 -7.1102326E-01 
 -2.4000804E-08  2.8313017E+00  4.5150093E+00  5.4755626E+00  4.6630341E+00  5.4268790E+01  4.6633064E+00  5.4758488E+00  4.5148102E+00  2.8313015E+00 -2.4000804E-08 -6.8698313E-01 
  3.2583872E-08  3.4711728E+00  5.1522165E+00  6.1069305E+00  5.3002719E+00  6.9549077E+01  5.3005481E+00  6.1072212E+00  5.1520152E+00  3.4711725E+00  3.2583872E-08 -6.5874850E-01 
  3.5762781E-09  4.2345283E+00  5.9128671E+00  6.8618532E+00  6.0609522E+00  8.7986256E+01  6.0612325E+00  6.8621486E+00  5.9126637E+00  4.2345282E+00  3.5762781E-09 -6.2552837E-01 
  1.5576680E-08  5.1376566E+00  6.8132386E+00  7.7566181E+00  6.9613527E+00  1.1014001E+02  6.9616371E+00  7.7569180E+00  6.8130331E+00  5.1376568E+00  1.5576680E-08 -5.8640271E-01 
  5.5631005E-09  6.1984713E+00  7.8712307E+00  8.8091358E+00  8.0193727E+00  1.3664913E+02  8.0196613E+00  8.8094401E+00  7.8710231E+00  6.1984713E+00  5.5631005E-09 -5.4030411E-01 
 -2.0300000E-15  7.4366592E+00  9.1065163E+00  1.0039092E+01  9.2546851E+00  1.6823907E+02  9.2549780E+00  1.0039401E+01  9.1063065E+00  7.4366592E+00 -2.0300000E-15 -4.8599692E-01 
  6.1801014E-09  7.9358065E-01  2.4714355E+00  3.4089130E+00  2.6201477E+00  5.7072692E+00  2.6204182E+00  3.4091968E+00  2.4712334E+00  7.9358057E-01  6.1779283E-09 -7.1164156E-01 
  3.9736427E-09  9.5433017E-01  2.6296246E+00  3.5611307E+00  2.7783545E+00  1.0095258E+01  2.7786292E+00  3.5614190E+00  2.6294203E+00  9.5433000E-01  3.9736427E-09 -7.0093478E-01 
  1.3232232E-08  1.1658267E+00  2.8385612E+00  3.7641690E+00  2.9873083E+00  1.5518166E+01  2.9875871E+00  3.7644620E+00  2.8383546E+00  1.1658266E+00  1.3232232E-08 -6.8836393E-01 
 -1.0728836E-08  1.4365798E+00  3.1067499E+00  4.0265360E+00  3.2555131E+00  2.2191005E+01  3.2557962E+00  4.0268336E+00  3.1065411E+00  1.4365797E+00 -1.0728836E-08 -6.7385719E-01 
 -1.2318279E-09  1.7759966E+00  3.4435925E+00  4.3576378E+00  3.5923712E+00  3.0367302E+01  3.5926585E+00  4.3579402E+00  3.4433815E+00  1.7759966E+00 -1.2318279E-09 -6.5701770E-01 
 -9.5364544E-10  2.1944570E+00  3.8594630E+00  4.7678531E+00  4.0082561E+00  4.0344048E+01  4.0085478E+00  4.7681604E+00  3.8592496E+00  2.1944570E+00 -9.5370365E-10 -6.3737854E-01 
 -2.5113424E-08  2.7033974E+00  4.3657901E+00  5.2686168E+00  4.5145972E+00  5.2467030E+01  4.5148932E+00  5.2689288E+00  4.3655746E+00  2.7033973E+00 -2.5113424E-08 -6.1439247E-01 
