 # Mon Nov 10 16:35:59 2008
 # MSTW 2008 NLO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.0407E+01  1.3098E+00  1.3144E+00  4.6749E-01  0.0000E+00  0.0000E+00  7.5402E-06  4.6422E-03 -7.3203E-04
 -1.0583E+01  1.2372E+00  1.2419E+00  4.0558E-01  0.0000E+00  0.0000E+00  1.5377E-05  4.7693E-03 -7.4388E-04
 -1.0365E+01  1.2000E+00  1.2048E+00  3.7621E-01  0.0000E+00  0.0000E+00  2.1813E-05  4.8647E-03 -7.5265E-04
 -9.3612E+00  1.1792E+00  1.1842E+00  3.6560E-01  0.0000E+00  0.0000E+00  3.1249E-05  4.9930E-03 -7.6430E-04
 -9.3612E+00  1.1792E+00  1.1842E+00  3.6560E-01  2.8558E-08  0.0000E+00  3.1249E-05  4.9930E-03 -7.6430E-04
 -7.7197E+00  1.1931E+00  1.1982E+00  3.8757E-01  2.3542E-02  0.0000E+00  3.9946E-05  5.0995E-03 -7.7380E-04
 -5.3103E+00  1.2366E+00  1.2418E+00  4.3852E-01  7.5766E-02  0.0000E+00  4.8765E-05  5.2007E-03 -7.8272E-04
 -2.4558E+00  1.3005E+00  1.3057E+00  5.0864E-01  1.4695E-01  0.0000E+00  5.6714E-05  5.2871E-03 -7.9024E-04
  1.0612E+00  1.3871E+00  1.3924E+00  6.0097E-01  2.4029E-01  0.0000E+00  6.4629E-05  5.3692E-03 -7.9733E-04
  5.7387E+00  1.5085E+00  1.5139E+00  7.2831E-01  3.6868E-01  0.0000E+00  7.3338E-05  5.4556E-03 -8.0471E-04
  1.0670E+01  1.6404E+00  1.6458E+00  8.6520E-01  5.0646E-01  0.0000E+00  8.1156E-05  5.5301E-03 -8.1102E-04
  1.6298E+01  1.7935E+00  1.7990E+00  1.0231E+00  6.6519E-01  0.0000E+00  8.8930E-05  5.6016E-03 -8.1703E-04
  2.1389E+01  1.9334E+00  1.9390E+00  1.1666E+00  8.0939E-01  0.0000E+00  9.5240E-05  5.6580E-03 -8.2172E-04
  4.2299E+01  2.5167E+00  2.5224E+00  1.7613E+00  1.4062E+00  0.0000E+00  1.1681E-04  5.8406E-03 -8.3674E-04
  4.2299E+01  2.5167E+00  2.5224E+00  1.7613E+00  1.4062E+00  5.8334E-08  1.1681E-04  5.8406E-03 -8.3674E-04
  4.7396E+01  2.6684E+00  2.6741E+00  1.9154E+00  1.5607E+00  1.7761E-01  1.2163E-04  5.8791E-03 -8.3986E-04
  6.4361E+01  3.1703E+00  3.1761E+00  2.4240E+00  2.0706E+00  6.9290E-01  1.3620E-04  5.9919E-03 -8.4892E-04
  8.5324E+01  3.7890E+00  3.7949E+00  3.0495E+00  2.6974E+00  1.3274E+00  1.5199E-04  6.1089E-03 -8.5818E-04
  1.0751E+02  4.4429E+00  4.4490E+00  3.7094E+00  3.3585E+00  1.9953E+00  1.6687E-04  6.2146E-03 -8.6646E-04
  1.3317E+02  5.1986E+00  5.2047E+00  4.4709E+00  4.1211E+00  2.7647E+00  1.8243E-04  6.3211E-03 -8.7469E-04
  1.5709E+02  5.9031E+00  5.9093E+00  5.1802E+00  4.8314E+00  3.4805E+00  1.9575E-04  6.4093E-03 -8.8144E-04
  1.8953E+02  6.8595E+00  6.8658E+00  6.1422E+00  5.7945E+00  4.4502E+00  2.1241E-04  6.5161E-03 -8.8952E-04
  2.2146E+02  7.8022E+00  7.8086E+00  7.0898E+00  6.7430E+00  5.4045E+00  2.2760E-04  6.6104E-03 -8.9658E-04
  2.5351E+02  8.7506E+00  8.7570E+00  8.0425E+00  7.6966E+00  6.3634E+00  2.4192E-04  6.6969E-03 -9.0298E-04
  2.9824E+02  1.0078E+01  1.0085E+01  9.3753E+00  9.0306E+00  7.7038E+00  2.6061E-04  6.8065E-03 -9.1101E-04
  3.4453E+02  1.1457E+01  1.1463E+01  1.0759E+01  1.0415E+01  9.0945E+00  2.7873E-04  6.9096E-03 -9.1847E-04
  3.9178E+02  1.2870E+01  1.2877E+01  1.2177E+01  1.1834E+01  1.0519E+01  2.9619E-04  7.0062E-03 -9.2539E-04
  4.4287E+02  1.4406E+01  1.4412E+01  1.3717E+01  1.3375E+01  1.2065E+01  3.1411E-04  7.1029E-03 -9.3223E-04
  4.9669E+02  1.6031E+01  1.6038E+01  1.5347E+01  1.5006E+01  1.3701E+01  3.3211E-04  7.1976E-03 -9.3886E-04
