1152
1152
0 4 2 0
1 4 2 1
2 4 3 0
3 4 3 1
4 5 2 0
5 5 2 1
6 5 3 0
7 5 3 1
8 7 3 1
9 7 3 0
10 7 2 1
11 7 2 0
12 6 3 1
13 6 3 0
14 6 2 1
15 6 2 0
16 4 0 0
17 4 0 1
18 4 1 0
19 4 1 1
20 5 0 0
21 5 0 1
22 5 1 0
23 5 1 1
24 7 1 1
25 7 1 0
26 7 0 1
27 7 0 0
28 6 1 1
29 6 1 0
30 6 0 1
31 6 0 0
32 3 0 0
33 3 0 1
34 3 1 0
35 3 1 1
36 2 0 0
37 2 0 1
38 2 1 0
39 2 1 1
40 0 1 1
41 0 1 0
42 0 0 1
43 0 0 0
44 1 1 1
45 1 1 0
46 1 0 1
47 1 0 0
48 3 2 0
49 3 2 1
50 3 3 0
51 3 3 1
52 2 2 0
53 2 2 1
54 2 3 0
55 2 3 1
56 0 3 1
57 0 3 0
58 0 2 1
59 0 2 0
60 1 3 1
61 1 3 0
62 1 2 1
63 1 2 0
64 4 6 0
65 4 6 1
66 4 7 0
67 4 7 1
68 5 6 0
69 5 6 1
70 5 7 0
71 5 7 1
72 7 7 1
73 7 7 0
74 7 6 1
75 7 6 0
76 6 7 1
77 6 7 0
78 6 6 1
79 6 6 0
80 4 4 0
81 4 4 1
82 4 5 0
83 4 5 1
84 5 4 0
85 5 4 1
86 5 5 0
87 5 5 1
88 7 5 1
89 7 5 0
90 7 4 1
91 7 4 0
92 6 5 1
93 6 5 0
94 6 4 1
95 6 4 0
96 3 4 0
97 3 4 1
98 3 5 0
99 3 5 1
100 2 4 0
101 2 4 1
102 2 5 0
103 2 5 1
104 0 5 1
105 0 5 0
106 0 4 1
107 0 4 0
108 1 5 1
109 1 5 0
110 1 4 1
111 1 4 0
112 3 6 0
113 3 6 1
114 3 7 0
115 3 7 1
116 2 6 0
117 2 6 1
118 2 7 0
119 2 7 1
120 0 7 1
121 0 7 0
122 0 6 1
123 0 6 0
124 1 7 1
125 1 7 0
126 1 6 1
127 1 6 0
128 4 10 0
129 4 10 1
130 4 11 0
131 4 11 1
132 5 10 0
133 5 10 1
134 5 11 0
135 5 11 1
136 7 11 1
137 7 11 0
138 7 10 1
139 7 10 0
140 6 11 1
141 6 11 0
142 6 10 1
143 6 10 0
144 4 8 0
145 4 8 1
146 4 9 0
147 4 9 1
148 5 8 0
149 5 8 1
150 5 9 0
151 5 9 1
152 7 9 1
153 7 9 0
154 7 8 1
155 7 8 0
156 6 9 1
157 6 9 0
158 6 8 1
159 6 8 0
160 3 8 0
161 3 8 1
162 3 9 0
163 3 9 1
164 2 8 0
165 2 8 1
166 2 9 0
167 2 9 1
168 0 9 1
169 0 9 0
170 0 8 1
171 0 8 0
172 1 9 1
173 1 9 0
174 1 8 1
175 1 8 0
176 3 10 0
177 3 10 1
178 3 11 0
179 3 11 1
180 2 10 0
181 2 10 1
182 2 11 0
183 2 11 1
184 0 11 1
185 0 11 0
186 0 10 1
187 0 10 0
188 1 11 1
189 1 11 0
190 1 10 1
191 1 10 0
192 4 14 0
193 4 14 1
194 4 15 0
195 4 15 1
196 5 14 0
197 5 14 1
198 5 15 0
199 5 15 1
200 7 15 1
201 7 15 0
202 7 14 1
203 7 14 0
204 6 15 1
205 6 15 0
206 6 14 1
207 6 14 0
208 4 12 0
209 4 12 1
210 4 13 0
211 4 13 1
212 5 12 0
213 5 12 1
214 5 13 0
215 5 13 1
216 7 13 1
217 7 13 0
218 7 12 1
219 7 12 0
220 6 13 1
221 6 13 0
222 6 12 1
223 6 12 0
224 3 12 0
225 3 12 1
226 3 13 0
227 3 13 1
228 2 12 0
229 2 12 1
230 2 13 0
231 2 13 1
232 0 13 1
233 0 13 0
234 0 12 1
235 0 12 0
236 1 13 1
237 1 13 0
238 1 12 1
239 1 12 0
240 3 14 0
241 3 14 1
242 3 15 0
243 3 15 1
244 2 14 0
245 2 14 1
246 2 15 0
247 2 15 1
248 0 15 1
249 0 15 0
250 0 14 1
251 0 14 0
252 1 15 1
253 1 15 0
254 1 14 1
255 1 14 0
256 4 18 0
257 4 18 1
258 4 19 0
259 4 19 1
260 5 18 0
261 5 18 1
262 5 19 0
263 5 19 1
264 7 19 1
265 7 19 0
266 7 18 1
267 7 18 0
268 6 19 1
269 6 19 0
270 6 18 1
271 6 18 0
272 4 16 0
273 4 16 1
274 4 17 0
275 4 17 1
276 5 16 0
277 5 16 1
278 5 17 0
279 5 17 1
280 7 17 1
281 7 17 0
282 7 16 1
283 7 16 0
284 6 17 1
285 6 17 0
286 6 16 1
287 6 16 0
288 3 16 0
289 3 16 1
290 3 17 0
291 3 17 1
292 2 16 0
293 2 16 1
294 2 17 0
295 2 17 1
296 0 17 1
297 0 17 0
298 0 16 1
299 0 16 0
300 1 17 1
301 1 17 0
302 1 16 1
303 1 16 0
304 3 18 0
305 3 18 1
306 3 19 0
307 3 19 1
308 2 18 0
309 2 18 1
310 2 19 0
311 2 19 1
312 0 19 1
313 0 19 0
314 0 18 1
315 0 18 0
316 1 19 1
317 1 19 0
318 1 18 1
319 1 18 0
320 4 22 0
321 4 22 1
322 4 23 0
323 4 23 1
324 5 22 0
325 5 22 1
326 5 23 0
327 5 23 1
328 7 23 1
329 7 23 0
330 7 22 1
331 7 22 0
332 6 23 1
333 6 23 0
334 6 22 1
335 6 22 0
336 4 20 0
337 4 20 1
338 4 21 0
339 4 21 1
340 5 20 0
341 5 20 1
342 5 21 0
343 5 21 1
344 7 21 1
345 7 21 0
346 7 20 1
347 7 20 0
348 6 21 1
349 6 21 0
350 6 20 1
351 6 20 0
352 3 20 0
353 3 20 1
354 3 21 0
355 3 21 1
356 2 20 0
357 2 20 1
358 2 21 0
359 2 21 1
360 0 21 1
361 0 21 0
362 0 20 1
363 0 20 0
364 1 21 1
365 1 21 0
366 1 20 1
367 1 20 0
368 3 22 0
369 3 22 1
370 3 23 0
371 3 23 1
372 2 22 0
373 2 22 1
374 2 23 0
375 2 23 1
376 0 23 1
377 0 23 0
378 0 22 1
379 0 22 0
380 1 23 1
381 1 23 0
382 1 22 1
383 1 22 0
384 4 26 0
385 4 26 1
386 4 27 0
387 4 27 1
388 5 26 0
389 5 26 1
390 5 27 0
391 5 27 1
392 7 27 1
393 7 27 0
394 7 26 1
395 7 26 0
396 6 27 1
397 6 27 0
398 6 26 1
399 6 26 0
400 4 24 0
401 4 24 1
402 4 25 0
403 4 25 1
404 5 24 0
405 5 24 1
406 5 25 0
407 5 25 1
408 7 25 1
409 7 25 0
410 7 24 1
411 7 24 0
412 6 25 1
413 6 25 0
414 6 24 1
415 6 24 0
416 3 24 0
417 3 24 1
418 3 25 0
419 3 25 1
420 2 24 0
421 2 24 1
422 2 25 0
423 2 25 1
424 0 25 1
425 0 25 0
426 0 24 1
427 0 24 0
428 1 25 1
429 1 25 0
430 1 24 1
431 1 24 0
432 3 26 0
433 3 26 1
434 3 27 0
435 3 27 1
436 2 26 0
437 2 26 1
438 2 27 0
439 2 27 1
440 0 27 1
441 0 27 0
442 0 26 1
443 0 26 0
444 1 27 1
445 1 27 0
446 1 26 1
447 1 26 0
448 4 30 0
449 4 30 1
450 4 31 0
451 4 31 1
452 5 30 0
453 5 30 1
454 5 31 0
455 5 31 1
456 7 31 1
457 7 31 0
458 7 30 1
459 7 30 0
460 6 31 1
461 6 31 0
462 6 30 1
463 6 30 0
464 4 28 0
465 4 28 1
466 4 29 0
467 4 29 1
468 5 28 0
469 5 28 1
470 5 29 0
471 5 29 1
472 7 29 1
473 7 29 0
474 7 28 1
475 7 28 0
476 6 29 1
477 6 29 0
478 6 28 1
479 6 28 0
480 3 28 0
