0	1	-0.9	0.9	0.0	10.0	 0.181676
1	2	-0.9	0.9	0.0	10.0	 0.119503
2	1	-0.3	0.3	0.0	10.0	 0.271459
3	2	-0.3	0.3	0.0	10.0	 0.178502
4	1	0.3	0.9	0.0	10.0	 0.128233
5	2	0.3	0.9	0.0	10.0	 0.0872382
6	1	-0.9	-0.3	0.0	10.0	 0.144757
7	2	-0.9	-0.3	0.0	10.0	 0.0924245
8	1	-0.9	0.9	0.0	1.0	 0.23737
9	2	-0.9	0.9	0.0	1.0	 0.154781
10	1	-0.9	0.9	1.0	2.0	 0.168874
11	2	-0.9	0.9	1.0	2.0	 0.112371
12	1	-0.9	0.9	2.0	3.0	 0.148447
13	2	-0.9	0.9	2.0	3.0	 0.0986187
14	1	-0.9	0.9	3.0	5.0	 0.177784
15	2	-0.9	0.9	3.0	5.0	 0.115907
18	1	-0.9	0.9	5.0	7.0	 0.222744
19	2	-0.9	0.9	5.0	7.0	 0.145651
20	1	-0.9	0.9	7.0	10.0	 0.267473
21	2	-0.9	0.9	7.0	10.0	 0.17459
44	1	-0.9	0.9	0.0	10.0	 0.735791
45	2	-0.9	0.9	0.0	10.0	 0.734008
46	1	-0.3	0.3	0.0	10.0	 0.755325
47	2	-0.3	0.3	0.0	10.0	 0.750749
48	1	0.3	0.9	0.0	10.0	 0.71862
49	2	0.3	0.9	0.0	10.0	 0.719596
50	1	-0.9	-0.3	0.0	10.0	 0.716656
51	2	-0.9	-0.3	0.0	10.0	 0.718079
52	1	-0.9	0.9	0.0	1.0	 0.783393
53	2	-0.9	0.9	0.0	1.0	 0.781952
54	1	-0.9	0.9	1.0	2.0	 0.754377
55	2	-0.9	0.9	1.0	2.0	 0.753879
56	1	-0.9	0.9	2.0	3.0	 0.712784
57	2	-0.9	0.9	2.0	3.0	 0.70969
58	1	-0.9	0.9	3.0	5.0	 0.711158
59	2	-0.9	0.9	3.0	5.0	 0.710413
62	1	-0.9	0.9	5.0	7.0	 0.750047
63	2	-0.9	0.9	5.0	7.0	 0.744235
64	1	-0.9	0.9	7.0	10.0	 0.746594
65	2	-0.9	0.9	7.0	10.0	 0.730509

# Format:  efficiencyId    SPD(1-any/2-first)     yLow       yHigh      ptLow      ptHigh      efficiency
