ET1/D:ET2/D:ET3/D:PeakPosition/D:FWHM/D:CorrFWHM/D:RelFWHM/D:Sigma/D:AnodeCurrent/D:CathodeCurrent/D:IB/D:UGEM3/D:UGEM4/D:UGEM1/D:UGEM2/D:Gain/D:ET4/D:UGEM3overUGEM4/D:ET2Scan/I:ET3Scan/I:GEM1Scan/I:GEM2Scan/I:UGEM3overUGEM4Scan/I
4000	100	100	842	330	329.3	39.1	16.64	64.6	0.93	1.44	300	377	225	235	2000	4000	0.8	1	0	0	0	0
4000	200	100	832	310	309.3	37.2	15.82	64.7	1.14	1.76	291	364	225	235	2000	4000	0.8	1	0	0	0	0
4000	400	100	828	315	314.3	38.0	16.15	65.5	0.87	1.33	292	367	225	235	2000	4000	0.8	1	0	0	0	0
4000	600	100	838	321	320.3	38.2	16.26	65.9	0.66	1.00	294	372	225	235	2000	4000	0.8	1	0	0	0	0
4000	800	100	829	325	324.3	39.1	16.65	64.9	0.53	0.82	296	375	225	235	2000	4000	0.8	1	0	0	0	0
4000	1000	100	832	327	326.3	39.2	16.69	64.9	0.44	0.68	298	377	225	235	2000	4000	0.8	1	0	0	0	0
4000	1200	100	842	339	338.3	40.2	17.10	64.7	0.38	0.59	300	380	225	235	2000	4000	0.8	1	0	0	0	0
4000	1400	100	842	343	342.3	40.7	17.30	64.7	0.34	0.53	301	381	225	235	2000	4000	0.8	1	0	0	0	0
4000	1600	100	832	341	340.3	40.9	17.41	63.7	0.30	0.47	301	382	225	235	2000	4000	0.8	1	0	0	0	0
4000	1800	100	841	345	344.3	40.9	17.42	64.7	0.27	0.42	302	383	225	235	2000	4000	0.8	1	0	0	0	0
4000	2000	100	835	345	344.3	41.2	17.55	63.9	0.25	0.39	303	383	225	235	2000	4000	0.8	1	0	0	0	0
4000	2200	100	831	346	345.3	41.6	17.68	63.7	0.24	0.38	304	383	225	235	2000	4000	0.8	1	0	0	0	0
4000	2400	100	828	348	347.3	41.9	17.85	63.5	0.22	0.35	305	383	225	235	2000	4000	0.8	1	0	0	0	0
4000	2600	100	826	347	346.3	41.9	17.84	63.2	0.21	0.33	306	383	225	235	2000	4000	0.8	1	0	0	0	0
4000	100	100	834	324	323.3	38.8	16.5	66.3	1.15	1.73	301	377	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	200	841	328	327.3	38.9	16.6	66.4	1.27	1.91	291	364	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	400	829	320	319.3	38.5	16.4	64.9	1.27	1.96	284	355	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	600	826	321	320.3	38.8	16.5	64.4	1.23	1.91	281	351	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	800	837	321	320.3	38.3	16.3	65.1	1.21	1.86	279	349	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	1000	839	325	324.3	38.7	16.4	56.8	1.20	1.82	279	347	225	235	2000	4000	0.8	0	1	0	0	0
4000	100	1200	840	325	324.3	38.6	16.4	65.9	1.18	1.79	277	346	225	235	2000	4000	0.8	0	1	0	0	0
