ET1/D:ET2/D:ET3/D:PeakPosition/D:FWHM/D:CorrFWHM/D:RelFWHM/D:Sigma/D:AnodeCurrent/D:CathodeCurrent/D:IB/D:UGEM3/D:UGEM4/D:UGEM1/D:UGEM2/D:Gain/D:ET4/D:UGEM3overUGEM4/D:ET2Scan/I:ET3Scan/I:GEM1Scan/I:GEM2Scan/I:UGEM3overUGEM4Scan/I
4000	100	100	413	230	228.99	55.45	23.6	21.1	0.378	1.79	302	377	225	235	1000	4000	0.8	1	0	0	0	0
4000	200	100	414	220	218.95	52.89	22.5	23	0.484	2.10	295	369	225	235	1000	4000	0.8	1	0	0	0	0
4000	400	100	422	217	215.93	51.17	21.8	24.5	0.386	1.58	298	372	225	235	1000	4000	0.8	1	0	0	0	0
4000	600	100	414	227	225.98	54.58	23.2	23.8	0.287	1.21	301	375	225	235	1000	4000	0.8	1	0	0	0	0
4000	800	100	418	228	226.98	54.30	23.1	23.8	0.227	0.95	304	378	225	235	1000	4000	0.8	1	0	0	0	0
4000	1000	100	422	229	227.99	54.03	23.0	23.7	0.183	0.77	305	381	225	235	1000	4000	0.8	1	0	0	0	0
4000	1200	100	410	222	220.96	53.89	22.9	23.1	0.151	0.65	306	382	225	235	1000	4000	0.8	1	0	0	0	0
4000	1400	100	417	223	221.96	53.23	22.7	23.7	0.133	0.56	308	383	225	235	1000	4000	0.8	1	0	0	0	0
4000	1600	100	422	228	226.98	53.79	22.9	24.1	0.116	0.48	308	385	225	235	1000	4000	0.8	1	0	0	0	0
4000	1800	100	420	225	223.97	53.33	22.7	24.1	0.106	0.44	309	385	225	235	1000	4000	0.8	1	0	0	0	0
4000	2000	100	408	225	223.97	54.89	23.4	23.5	0.098	0.42	309	385	225	235	1000	4000	0.8	1	0	0	0	0
4000	2200	100	414	218	216.94	52.40	22.3	23.6	0.092	0.39	310	385	225	235	1000	4000	0.8	1	0	0	0	0
4000	2400	100	416	215	213.92	51.42	21.9	23.8	0.088	0.37	310	386	225	235	1000	4000	0.8	1	0	0	0	0
4000	2600	100	417	224	222.97	53.47	22.8	23.9	0.086	0.36	310	387	225	235	1000	4000	0.8	1	0	0	0	0
4000	100	100	415	229	227.99	54.94	23.4	22.4	0.420	1.88	301	377	225	235	1000	4000	0.8	0	1	0	0	0
