0.83 	1.5e14 	2e13 	2e15 	2e14 	1e14
7.70 	2e13 	3e12 	5e13 	8e12 	6e12 
1.40 	2e13 	3e12 	3e15 	3e14 	1.5e14 
12.58 	2e13 	3e12 	3e13 	5e12 	3e12 
1.90 	2e13 	3e12 	3e15 	3e14 	1.5e14 
8.40 	2e13 	3e12 	5e13 	8e12 	6e12 
3.23 	2e13 	3e12 	3e15 	3e14 	1.5e14
11.36 	2e13 	3e12 	3e15 	3e14 	1.5e14 
5.0 	1e16 	1e16 	1e16	1e16 	1e16 
47.07 	1e12 	1e12 	1e12 	1e12 	1e12
1.50 	3e15 	1e14 	1.5e14	5e13 	1e12 
4.0 	1e12 	1e12 	7e16 	6e14 	5e12
11.67 	1e12 	1e12 	6e15 	3e14 	1.5e14
12.50 	3e12 	9e11 	6e14 	4e13 	2e13
16.75 	1e15 	1e12	6e16 	6e14 	5e12
12.99 	3e12 	9e11 	6e14 	4e13 	2e13 
60.96 	3e15 	1e13 	6e16 	6e14 	5e12
10.36 	3e13 	2e12 	4e14 	4e13 	2e13
14.7 	1e14 	7e13 	6e14 	3e14 	1.5e14
9.00 	1.5e14 	1.2e13 	1.8e13 1.6e13 	2e13 
0.83 	1.5e14 	2e13 	2e15 	2e14 	1e14
7.70 	2e13 	3e12 	5e13 	8e12 	6e12 
1.40 	2e13 	3e12 	3e15 	3e14 	1.5e14 
12.58 	2e13 	3e12 	3e13 	5e12 	3e12 
1.90 	2e13 	3e12 	3e15 	3e14 	1.5e14 
8.40 	2e13 	3e12 	5e13 	8e12 	6e12 
3.23 	2e13 	3e12 	3e15 	3e14 	1.5e14
11.36 	2e13 	3e12 	3e15 	3e14 	1.5e14 
5.0 	1e16 	1e16 	1e16	1e16 	1e16 
47.07 	1e12 	1e12 	1e12 	1e12 	1e12
1.50 	3e15 	1e14 	1.5e14	5e13 	1e12 
4.0 	1e12 	1e12 	7e16 	6e14 	5e12
11.67 	1e12 	1e12 	6e15 	3e14 	1.5e14
12.50 	3e12 	9e11 	6e14 	4e13 	2e13 
16.75 	2e15 	1e12 	6e16 	6e14 	5e12 
12.99 	3e12 	1.2e12 	5e14 	4e13 	2e13 
60.96 	2e14 	1e13 	6e16 	6e14 	5e12
10.36 	2e12 	1e12 	5e14 	4e13 	2e13
14.7 	1e14 	1e12 	6e14 	3e14 	1.5e14 
9.00 	1e14 	1e12 	1.8e13 	1.6e13 	2e13 
170.4 	2e14 	1e13 	7e14 	3e13 	4e12 
