#Magdalena Malek (Magdalena.Malek@cern.ch)
#Ce fichier contient les manus qui sont ok
#les fichiers jusqu'au novembre 2006
Serial Number:    44 Bin:  0 Gain_Inj:   4.02858   Gain_Cal:   4.20358
Serial Number:    77 Bin:  1 Gain_Inj:   3.99037   Gain_Cal:   4.17061
Serial Number:   132 Bin:  0 Gain_Inj:   4.04753   Gain_Cal:    4.2563
Serial Number:   405 Bin:  1 Gain_Inj:   3.79469   Gain_Cal:   4.00914
Serial Number:   406 Bin:  1 Gain_Inj:    3.8197   Gain_Cal:   4.00089
Serial Number:   407 Bin:  1 Gain_Inj:   3.82046   Gain_Cal:   3.99389
Serial Number:   408 Bin:  1 Gain_Inj:   3.80115   Gain_Cal:   4.01322
Serial Number:   409 Bin:  1 Gain_Inj:   3.77773   Gain_Cal:   3.95768
Serial Number:   410 Bin:  1 Gain_Inj:   3.79885   Gain_Cal:   4.00355
Serial Number:   411 Bin:  1 Gain_Inj:   3.82724   Gain_Cal:   4.03274
Serial Number:   412 Bin:  1 Gain_Inj:   3.79863   Gain_Cal:   4.00473
Serial Number:   413 Bin:  1 Gain_Inj:   3.84051   Gain_Cal:   4.03411
Serial Number:   414 Bin:  1 Gain_Inj:   3.81158   Gain_Cal:   4.01325
Serial Number:   415 Bin:  1 Gain_Inj:   3.85687   Gain_Cal:   4.07069
Serial Number:   416 Bin:  1 Gain_Inj:   3.84546   Gain_Cal:   4.01928
Serial Number:   417 Bin:  1 Gain_Inj:   3.80247   Gain_Cal:   4.02302
Serial Number:   418 Bin:  1 Gain_Inj:   3.75904   Gain_Cal:   3.91463
Serial Number:   419 Bin:  1 Gain_Inj:   3.79564   Gain_Cal:   3.99978
Serial Number:   420 Bin:  1 Gain_Inj:   3.83463   Gain_Cal:   4.01579
Serial Number:   421 Bin:  1 Gain_Inj:   3.85512   Gain_Cal:   4.02843
Serial Number:   424 Bin:  1 Gain_Inj:   3.85853   Gain_Cal:   4.08484
Serial Number:   425 Bin:  1 Gain_Inj:   3.83464   Gain_Cal:   4.03969
Serial Number:   426 Bin:  1 Gain_Inj:    3.7997   Gain_Cal:   3.17682
Serial Number:   427 Bin:  1 Gain_Inj:   3.82792   Gain_Cal:   4.02044
Serial Number:   428 Bin:  1 Gain_Inj:   3.86167   Gain_Cal:   4.03965
Serial Number:   429 Bin:  3 Gain_Inj:   3.44042   Gain_Cal:   3.61065
Serial Number:   431 Bin:  1 Gain_Inj:   3.88423   Gain_Cal:   4.06985
Serial Number:   432 Bin:  2 Gain_Inj:   3.73945   Gain_Cal:   3.95596
Serial Number:   433 Bin:  1 Gain_Inj:   3.79761   Gain_Cal:   3.99694
Serial Number:   434 Bin:  1 Gain_Inj:   3.85128   Gain_Cal:   4.06148
Serial Number:   435 Bin:  1 Gain_Inj:   3.81411   Gain_Cal:   4.01206
Serial Number:   436 Bin:  1 Gain_Inj:    3.8188   Gain_Cal:   4.04328
Serial Number:   437 Bin:  1 Gain_Inj:   3.84261   Gain_Cal:   4.00378
Serial Number:   438 Bin:  1 Gain_Inj:   3.85063   Gain_Cal:    4.0672
Serial Number:   439 Bin:  1 Gain_Inj:   3.80431   Gain_Cal:    3.9631
Serial Number:   440 Bin:  1 Gain_Inj:   3.85101   Gain_Cal:   4.03862
Serial Number:   441 Bin:  1 Gain_Inj:       3.8   Gain_Cal:   4.02426
Serial Number:   442 Bin:  1 Gain_Inj:   3.87339   Gain_Cal:   4.06717
Serial Number:   443 Bin:  1 Gain_Inj:   3.81264   Gain_Cal:   4.00473
Serial Number:   444 Bin:  1 Gain_Inj:   3.80514   Gain_Cal:   4.03115
Serial Number:   445 Bin:  1 Gain_Inj:   3.83454   Gain_Cal:   4.01337
Serial Number:   446 Bin:  1 Gain_Inj:   3.83211   Gain_Cal:    3.9947
Serial Number:   447 Bin:  1 Gain_Inj:   3.85299   Gain_Cal:   4.05353
Serial Number:   448 Bin:  1 Gain_Inj:   3.86632   Gain_Cal:   4.02109
Serial Number:   450 Bin:  1 Gain_Inj:   3.84891   Gain_Cal:   4.02829
Serial Number:   451 Bin:  1 Gain_Inj:    3.8525   Gain_Cal:   4.05324
Serial Number:   452 Bin:  1 Gain_Inj:   3.81337   Gain_Cal:   4.01386
Serial Number:   453 Bin:  1 Gain_Inj:   3.88551   Gain_Cal:   4.04082
Serial Number:   455 Bin:  1 Gain_Inj:   3.86231   Gain_Cal:   4.11192
Serial Number:   456 Bin:  1 Gain_Inj:   3.89797   Gain_Cal:   4.10925
Serial Number:   457 Bin:  1 Gain_Inj:   3.90117   Gain_Cal:   4.13877
Serial Number:   458 Bin:  1 Gain_Inj:   3.88785   Gain_Cal:   4.11186
Serial Number:   460 Bin:  1 Gain_Inj:   3.94049   Gain_Cal:   4.15522
Serial Number:   461 Bin:  1 Gain_Inj:   3.92215   Gain_Cal:   4.09887
Serial Number:   462 Bin:  1 Gain_Inj:   3.86446   Gain_Cal:   4.07687
Serial Number:   463 Bin:  1 Gain_Inj:   3.87972   Gain_Cal:   4.08511
Serial Number:   464 Bin:  1 Gain_Inj:   3.85231   Gain_Cal:   4.04347
Serial Number:   465 Bin:  1 Gain_Inj:   3.79351   Gain_Cal:    4.0203
Serial Number:   466 Bin:  1 Gain_Inj:   3.82914   Gain_Cal:   4.03117
Serial Number:   467 Bin:  1 Gain_Inj:   3.88773   Gain_Cal:   4.10062
Serial Number:   468 Bin:  1 Gain_Inj:   3.85248   Gain_Cal:   4.08666
Serial Number:   469 Bin:  1 Gain_Inj:   3.87362   Gain_Cal:   4.12516
Serial Number:   470 Bin:  1 Gain_Inj:   3.83829   Gain_Cal:   4.07541
Serial Number:   471 Bin:  1 Gain_Inj:   3.86735   Gain_Cal:   4.07622
Serial Number:   472 Bin:  1 Gain_Inj:   3.82353   Gain_Cal:   4.08721
Serial Number:   473 Bin:  1 Gain_Inj:   3.86394   Gain_Cal:   4.04764
Serial Number:   474 Bin:  1 Gain_Inj:   3.91642   Gain_Cal:   4.10257
Serial Number:   475 Bin:  1 Gain_Inj:   3.91301   Gain_Cal:   4.10941
Serial Number:   476 Bin:  1 Gain_Inj:   3.85625   Gain_Cal:   4.06885
Serial Number:   477 Bin:  1 Gain_Inj:   3.88495   Gain_Cal:    4.1562
Serial Number:   478 Bin:  1 Gain_Inj:   3.88123   Gain_Cal:   4.13895
Serial Number:   479 Bin:  1 Gain_Inj:   3.91409   Gain_Cal:   4.12146
Serial Number:   480 Bin:  1 Gain_Inj:   3.91985   Gain_Cal:   4.07645
Serial Number:   481 Bin:  1 Gain_Inj:   3.87634   Gain_Cal:   4.07246
Serial Number:   482 Bin:  1 Gain_Inj:   3.82193   Gain_Cal:   4.04461
Serial Number:   483 Bin:  1 Gain_Inj:   3.89236   Gain_Cal:   4.09826
Serial Number:   484 Bin:  1 Gain_Inj:   3.85576   Gain_Cal:   4.10942
Serial Number:   485 Bin:  1 Gain_Inj:   3.79717   Gain_Cal:   3.96429
Serial Number:   486 Bin:  1 Gain_Inj:   3.83104   Gain_Cal:   4.02593
Serial Number:   487 Bin:  1 Gain_Inj:   3.86915   Gain_Cal:   4.02936
