      -0.19785e-01 -0.12204e-01 -0.46167e-02  0.36256e-02  0.12787e-01 
       0.22710e-01  0.33242e-01  0.44322e-01  0.55706e-01  0.67424e-01 
       0.79419e-01  0.91624e-01  0.10399e+00  0.11649e+00  0.12909e+00 
       0.14175e+00  0.15446e+00  0.16720e+00  0.17995e+00  0.19270e+00 
       0.20543e+00  0.21814e+00  0.23084e+00  0.24353e+00  0.25623e+00 
       0.26892e+00  0.28162e+00  0.29431e+00  0.30701e+00  0.31970e+00 
      -0.19629e-01 -0.12105e-01 -0.45751e-02  0.35872e-02  0.12634e-01 
       0.22409e-01  0.32766e-01  0.43641e-01  0.54802e-01  0.66275e-01 
       0.78005e-01  0.89929e-01  0.10200e+00  0.11419e+00  0.12646e+00 
       0.13879e+00  0.15115e+00  0.16354e+00  0.17593e+00  0.18830e+00 
       0.20066e+00  0.21298e+00  0.22529e+00  0.23760e+00  0.24991e+00 
       0.26221e+00  0.27452e+00  0.28683e+00  0.29914e+00  0.31145e+00 
      -0.19472e-01 -0.12005e-01 -0.45335e-02  0.35489e-02  0.12482e-01 
       0.22111e-01  0.32293e-01  0.42966e-01  0.53907e-01  0.65140e-01 
       0.76610e-01  0.88256e-01  0.10004e+00  0.11192e+00  0.12387e+00 
       0.13587e+00  0.14790e+00  0.15994e+00  0.17197e+00  0.18399e+00 
       0.19597e+00  0.20792e+00  0.21985e+00  0.23178e+00  0.24371e+00 
       0.25564e+00  0.26758e+00  0.27951e+00  0.29144e+00  0.30337e+00 
      -0.19314e-01 -0.11906e-01 -0.44917e-02  0.35108e-02  0.12330e-01 
       0.21815e-01  0.31825e-01  0.42297e-01  0.53021e-01  0.64017e-01 
       0.75231e-01  0.86606e-01  0.98100e-01  0.10968e+00  0.12133e+00 
       0.13300e+00  0.14470e+00  0.15640e+00  0.16809e+00  0.17975e+00 
       0.19137e+00  0.20296e+00  0.21452e+00  0.22608e+00  0.23764e+00 
       0.24920e+00  0.26077e+00  0.27233e+00  0.28389e+00  0.29545e+00 
      -0.19156e-01 -0.11806e-01 -0.44498e-02  0.34728e-02  0.12179e-01 
       0.21521e-01  0.31360e-01  0.41636e-01  0.52146e-01  0.62908e-01 
       0.73871e-01  0.84978e-01  0.96192e-01  0.10748e+00  0.11882e+00 
       0.13018e+00  0.14156e+00  0.15292e+00  0.16427e+00  0.17559e+00 
       0.18686e+00  0.19809e+00  0.20929e+00  0.22050e+00  0.23170e+00 
       0.24290e+00  0.25411e+00  0.26531e+00  0.27651e+00  0.28772e+00 
      -0.18998e-01 -0.11705e-01 -0.44079e-02  0.34349e-02  0.12029e-01 
       0.21228e-01  0.30900e-01  0.40980e-01  0.51280e-01  0.61812e-01 
       0.72528e-01  0.83373e-01  0.94310e-01  0.10531e+00  0.11635e+00 
       0.12741e+00  0.13846e+00  0.14951e+00  0.16052e+00  0.17150e+00 
       0.18243e+00  0.19332e+00  0.20417e+00  0.21503e+00  0.22588e+00 
       0.23674e+00  0.24759e+00  0.25845e+00  0.26930e+00  0.28016e+00 
      -0.18839e-01 -0.11605e-01 -0.43658e-02  0.33973e-02  0.11879e-01 
       0.20938e-01  0.30443e-01  0.40331e-01  0.50423e-01  0.60730e-01 
       0.71202e-01  0.81790e-01  0.92457e-01  0.10318e+00  0.11392e+00 
       0.12468e+00  0.13543e+00  0.14615e+00  0.15685e+00  0.16750e+00 
       0.17809e+00  0.18864e+00  0.19915e+00  0.20966e+00  0.22017e+00 
       0.23069e+00  0.24120e+00  0.25171e+00  0.26223e+00  0.27274e+00 
      -0.18679e-01 -0.11503e-01 -0.43236e-02  0.33598e-02  0.11731e-01 
       0.20650e-01  0.29990e-01  0.39689e-01  0.49576e-01  0.59660e-01 
       0.69893e-01  0.80228e-01  0.90630e-01  0.10107e+00  0.11153e+00 
       0.12199e+00  0.13244e+00  0.14286e+00  0.15323e+00  0.16356e+00 
