SV  /ALIC.1/SQM3.1/C3G0.1    300
SV  /ALIC.1/SQM3.1/C3G1.1    300
SV  /ALIC.1/SQM3.1/C3G2.1    300
SV  /ALIC.1/SQM3.1/C3G3.1    300
SV  /ALIC.1/SQM3.1/C3G4.1    300
SV  /ALIC.1/SQM3.1/C3G5.1    300
SV  /ALIC.1/SQM3.1/C3G6.1    300
SV  /ALIC.1/SQM3.2/C3G0.1    351
SV  /ALIC.1/SQM3.2/C3G1.1    351
SV  /ALIC.1/SQM3.2/C3G2.1    351
SV  /ALIC.1/SQM3.2/C3G3.1    351
SV  /ALIC.1/SQM3.2/C3G4.1    351
SV  /ALIC.1/SQM3.2/C3G5.1    351
SV  /ALIC.1/SQM3.2/C3G6.1    351
SV  /ALIC.1/SQM3.3/C3G0.1    350
SV  /ALIC.1/SQM3.3/C3G1.1    350
SV  /ALIC.1/SQM3.3/C3G2.1    350
SV  /ALIC.1/SQM3.3/C3G3.1    350
SV  /ALIC.1/SQM3.3/C3G4.1    350
SV  /ALIC.1/SQM3.3/C3G5.1    350
SV  /ALIC.1/SQM3.3/C3G6.1    350
SV  /ALIC.1/SQM3.4/C3G0.1    301
SV  /ALIC.1/SQM3.4/C3G1.1    301
SV  /ALIC.1/SQM3.4/C3G2.1    301
SV  /ALIC.1/SQM3.4/C3G3.1    301
SV  /ALIC.1/SQM3.4/C3G4.1    301
SV  /ALIC.1/SQM3.4/C3G5.1    301
SV  /ALIC.1/SQM3.4/C3G6.1    301

SV  /ALIC.1/SQM4.1/C4G0.1    400
SV  /ALIC.1/SQM4.1/C4G1.1    400
SV  /ALIC.1/SQM4.1/C4G2.1    400
SV  /ALIC.1/SQM4.1/C4G3.1    400
SV  /ALIC.1/SQM4.1/C4G4.1    400
SV  /ALIC.1/SQM4.1/C4G5.1    400
SV  /ALIC.1/SQM4.1/C4G6.1    400
SV  /ALIC.1/SQM4.2/C4G0.1    451
SV  /ALIC.1/SQM4.2/C4G1.1    451
SV  /ALIC.1/SQM4.2/C4G2.1    451
SV  /ALIC.1/SQM4.2/C4G3.1    451
SV  /ALIC.1/SQM4.2/C4G4.1    451
SV  /ALIC.1/SQM4.2/C4G5.1    451
SV  /ALIC.1/SQM4.2/C4G6.1    451
SV  /ALIC.1/SQM4.3/C4G0.1    450
SV  /ALIC.1/SQM4.3/C4G1.1    450
SV  /ALIC.1/SQM4.3/C4G2.1    450
SV  /ALIC.1/SQM4.3/C4G3.1    450
SV  /ALIC.1/SQM4.3/C4G4.1    450
SV  /ALIC.1/SQM4.3/C4G5.1    450
SV  /ALIC.1/SQM4.3/C4G6.1    450
SV  /ALIC.1/SQM4.4/C4G0.1    401
SV  /ALIC.1/SQM4.4/C4G1.1    401
SV  /ALIC.1/SQM4.4/C4G2.1    401
SV  /ALIC.1/SQM4.4/C4G3.1    401
SV  /ALIC.1/SQM4.4/C4G4.1    401
SV  /ALIC.1/SQM4.4/C4G5.1    401
SV  /ALIC.1/SQM4.4/C4G6.1    401

