CH    3     4     pos:     0.0000      0.0000    678.5000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
CH    4     4     pos:     0.0000      0.0000    693.5000   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  

DE  351    LE01    1   pos:     0.0100      0.0100     -3.2500   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE  300    LE02    1   pos:    -0.0100      0.0100      3.2500   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE  350    LE03    1   pos:     0.0100     -0.0100      3.2500   rot:  90.0000    0.0000   90.0000  270.0000  180.0000    0.0000  
DE  301    LE04    1   pos:    -0.0100     -0.0100     -3.2500   rot:  90.0000  180.0000   90.0000  270.0000    0.0000    0.0000  

DE  451    LF01    1   pos:     0.0100      0.0100     -3.2500   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE  400    LF02    1   pos:    -0.0100      0.0100      3.2500   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE  450    LF03    1   pos:     0.0100     -0.0100      3.2500   rot:  90.0000    0.0000   90.0000  270.0000  180.0000    0.0000  
DE  401    LF04    1   pos:    -0.0100     -0.0100     -3.2500   rot:  90.0000  180.0000   90.0000  270.0000    0.0000    0.0000  

