CH    1     4     pos:     0.0000      0.0000   -526.1600   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
CH    2     4     pos:     0.0000      0.0000   -545.2400   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  

DE  101    SE10    1   pos:    -0.1850     -0.5200     -3.7500   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE  100    SE11    1   pos:     0.1850     -0.5200      3.7500   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE  103    SE12    1   pos:     0.1850      0.5200     -3.7500   rot:  90.0000  180.0000   90.0000  270.0000    0.0000    0.0000  
DE  102    SE13    1   pos:    -0.1850      0.5200      3.7500   rot:  90.0000    0.0000   90.0000  270.0000  180.0000    0.0000  

DE  201    SE20    1   pos:    -0.1850     -0.5200     -3.7500   rot:  90.0000    0.0000   90.0000   90.0000    0.0000    0.0000  
DE  200    SE21    1   pos:     0.1850     -0.5200      3.7500   rot:  90.0000  180.0000   90.0000   90.0000  180.0000    0.0000  
DE  203    SE22    1   pos:     0.1850      0.5200     -3.7500   rot:  90.0000  180.0000   90.0000  270.0000    0.0000    0.0000  
DE  202    SE23    1   pos:    -0.1850      0.5200      3.7500   rot:  90.0000    0.0000   90.0000  270.0000  180.0000    0.0000  

