# Motif L23
#
#connecteur_berg kapton padname not_used
#for slats there's no kapton connector, so it's always 1 (zero make the reader
#abort, so it's not a valid value here).
#
9	1	1	-
8	1	2	-
7	1	3	-
6	1	4	-
5	1	5	-
4	1	6	-
3	1	7	-
2	1	8	-
52	1	9	-
53	1	10	-
54	1	11	-
55	1	12	-
56	1	13	-
57	1	14	-
58	1	15	-
59	1	16	-
60	1	17	-
61	1	18	-
62	1	19	-
63	1	20	-
64	1	21	-
65	1	22	-
66	1	23	-
67	1	24	-
68	1	25	-
69	1	26	-
70	1	27	-
71	1	28	-
72	1	29	-
73	1	30	-
74	1	31	-
75	1	32	-
76	1	33	-
77	1	34	-
78	1	35	-
79	1	36	-
80	1	37	-
81	1	38	-
82	1	39	-
83	1	40	-
10	1	41	-
11	1	42	-
12	1	43	-
13	1	44	-
14	1	45	-
15	1	46	-
16	1	47	-
17	1	48	-
18	1	49	-
19	1	50	-
20	1	51	-
21	1	52	-
22	1	53	-
23	1	54	-
24	1	55	-
25	1	56	-
26	1	57	-
27	1	58	-
28	1	59	-
29	1	60	-
30	1	61	-
31	1	62	-
32	1	63	-
33	1	64	-
