      -0.90699e-02 -0.33085e-02  0.25418e-02  0.92831e-02  0.16907e-01 
       0.25283e-01  0.34281e-01  0.43857e-01  0.53764e-01  0.64047e-01 
       0.74653e-01  0.85519e-01  0.96598e-01  0.10786e+00  0.11926e+00 
       0.13078e+00  0.14240e+00  0.15410e+00  0.16585e+00  0.17765e+00 
       0.18948e+00  0.20132e+00  0.21318e+00  0.22503e+00  0.23688e+00 
       0.24874e+00  0.26059e+00  0.27244e+00  0.28430e+00  0.29615e+00 
      -0.90001e-02 -0.32830e-02  0.25204e-02  0.91891e-02  0.16712e-01 
       0.24960e-01  0.33805e-01  0.43203e-01  0.52916e-01  0.62985e-01 
       0.73360e-01  0.83978e-01  0.94795e-01  0.10578e+00  0.11690e+00 
       0.12812e+00  0.13943e+00  0.15081e+00  0.16223e+00  0.17370e+00 
       0.18519e+00  0.19668e+00  0.20819e+00  0.21969e+00  0.23119e+00 
       0.24269e+00  0.25419e+00  0.26569e+00  0.27719e+00  0.28869e+00 
      -0.89302e-02 -0.32575e-02  0.24991e-02  0.90955e-02  0.16518e-01 
       0.24639e-01  0.33333e-01  0.42556e-01  0.52078e-01  0.61937e-01 
       0.72084e-01  0.82459e-01  0.93020e-01  0.10373e+00  0.11457e+00 
       0.12550e+00  0.13651e+00  0.14758e+00  0.15868e+00  0.16982e+00 
       0.18098e+00  0.19213e+00  0.20329e+00  0.21445e+00  0.22561e+00 
       0.23677e+00  0.24793e+00  0.25909e+00  0.27025e+00  0.28140e+00 
      -0.88602e-02 -0.32320e-02  0.24778e-02  0.90023e-02  0.16325e-01 
       0.24321e-01  0.32866e-01  0.41915e-01  0.51248e-01  0.60901e-01 
       0.70825e-01  0.80961e-01  0.91269e-01  0.10172e+00  0.11228e+00 
       0.12292e+00  0.13364e+00  0.14440e+00  0.15520e+00  0.16602e+00 
       0.17684e+00  0.18767e+00  0.19850e+00  0.20932e+00  0.22015e+00 
       0.23097e+00  0.24180e+00  0.25262e+00  0.26345e+00  0.27427e+00 
      -0.87902e-02 -0.32064e-02  0.24565e-02  0.89093e-02  0.16133e-01 
       0.24005e-01  0.32402e-01  0.41281e-01  0.50429e-01  0.59878e-01 
       0.69582e-01  0.79485e-01  0.89545e-01  0.99735e-01  0.11003e+00 
       0.12039e+00  0.13081e+00  0.14128e+00  0.15177e+00  0.16228e+00 
       0.17279e+00  0.18330e+00  0.19379e+00  0.20429e+00  0.21479e+00 
       0.22528e+00  0.23578e+00  0.24628e+00  0.25678e+00  0.26727e+00 
      -0.87200e-02 -0.31808e-02  0.24353e-02  0.88167e-02  0.15943e-01 
       0.23691e-01  0.31943e-01  0.40653e-01  0.49618e-01  0.58868e-01 
       0.68356e-01  0.78028e-01  0.87846e-01  0.97782e-01  0.10781e+00 
       0.11790e+00  0.12804e+00  0.13822e+00  0.14841e+00  0.15862e+00 
       0.16881e+00  0.17900e+00  0.18918e+00  0.19936e+00  0.20954e+00 
       0.21972e+00  0.22990e+00  0.24008e+00  0.25026e+00  0.26044e+00 
      -0.86497e-02 -0.31552e-02  0.24140e-02  0.87244e-02  0.15753e-01 
       0.23380e-01  0.31489e-01  0.40032e-01  0.48817e-01  0.57871e-01 
       0.67146e-01  0.76592e-01  0.86172e-01  0.95859e-01  0.10563e+00 
       0.11545e+00  0.12531e+00  0.13521e+00  0.14511e+00  0.15502e+00 
       0.16491e+00  0.17479e+00  0.18466e+00  0.19453e+00  0.20440e+00 
       0.21427e+00  0.22414e+00  0.23401e+00  0.24388e+00  0.25374e+00 
      -0.85794e-02 -0.31295e-02  0.23927e-02  0.86325e-02  0.15565e-01 
       0.23072e-01  0.31038e-01  0.39417e-01  0.48026e-01  0.56885e-01 
       0.65952e-01  0.75177e-01  0.84523e-01  0.93965e-01  0.10348e+00 
       0.11304e+00  0.12263e+00  0.13225e+00  0.14187e+00  0.15149e+00 
       0.16109e+00  0.17067e+00  0.18024e+00  0.18980e+00  0.19937e+00 
       0.20894e+00  0.21851e+00  0.22807e+00  0.23764e+00  0.24721e+00 
      -0.85090e-02 -0.31038e-02  0.23714e-02  0.85409e-02  0.15378e-01 
       0.22765e-01  0.30591e-01  0.38809e-01  0.47243e-01  0.55912e-01 
       0.64774e-01  0.73781e-01  0.82899e-01  0.92101e-01  0.10137e+00 
       0.11067e+00  0.12000e+00  0.12934e+00  0.13869e+00  0.14802e+00 
       0.15733e+00  0.16662e+00  0.17590e+00  0.18517e+00  0.19444e+00 
       0.20371e+00  0.21299e+00  0.22226e+00  0.23153e+00  0.24081e+00 
      -0.84385e-02 -0.30781e-02  0.23502e-02  0.84496e-02  0.15192e-01 
       0.22461e-01  0.30149e-01  0.38208e-01  0.46469e-01  0.54951e-01 
       0.63612e-01  0.72405e-01  0.81298e-01  0.90266e-01  0.99288e-01 
       0.10834e+00  0.11741e+00  0.12649e+00  0.13556e+00  0.14462e+00 
       0.15365e+00  0.16266e+00  0.17164e+00  0.18063e+00  0.18961e+00 
       0.19860e+00  0.20759e+00  0.21657e+00  0.22556e+00  0.23454e+00 

      -0.83679e-02 -0.30523e-02  0.23289e-02  0.83586e-02  0.15007e-01 
       0.22160e-01  0.29711e-01  0.37612e-01  0.45704e-01  0.54002e-01 
       0.62465e-01  0.71049e-01  0.79722e-01  0.88460e-01  0.97243e-01 
       0.10605e+00  0.11487e+00  0.12369e+00  0.13250e+00  0.14129e+00 
       0.15004e+00  0.15877e+00  0.16747e+00  0.17618e+00  0.18489e+00 
       0.19359e+00  0.20230e+00  0.21101e+00  0.21971e+00  0.22842e+00 
      -0.82972e-02 -0.30265e-02  0.23077e-02  0.82680e-02  0.14823e-01 
       0.21860e-01  0.29276e-01  0.37023e-01  0.44949e-01  0.53066e-01 
       0.61334e-01  0.69712e-01  0.78169e-01  0.86682e-01  0.95232e-01 
